"ID";"Gender";"Age";"Agegroups";"Income";"Region";"c_0004";"tcc";"tht";"D4_1A";"D4_1B";"CT";"v_762";"v_784";"AS_1";"AS_3";"AP_1";"AP_3";"EPS1";"EPS3";"EPP1";"EPP3";"FPS1";"FPS3";"FPP1";"FPP3";"CPS1";"CPS3";"CPP1";"CPP3";"int1";"int2";"MC1";"MC2";"UT";"D1";"AC1";"CR1";"K1_1";"K1_2";"K1_3";"K1_4";"K1_5";"K1_6";"K1_7";"K1_8";"K1_9";"SN_1";"SN_2";"SN_3";"SNN_2";"WB5";"DN_1";"DN_2";"DN_7";"SO1_3";"CCD_1";"CCD_2";"CCD_3";"SD4";"SD9_1";"SD9_2";"SD9_2a";"SD9_3";"PO1";"PO2";"PO3";"PO4";"PO5";"income_detailed";"SDS_1";"SDS_2";"SDS_3";"SDS_4";"SDS_5";"SDS_6";"SDS_7";"SD5"
8125;2;31;2;2;11;1;43;46;6;6;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;2;4;5;3;3;4;2;8;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;5;1;0;0;2;3;3;3;3;3;5;4;5;3;5;5;4;3;1
8132;1;42;2;1;10;2;71;0;4;4;1;1;-77;1;3;1;3;1;2;1;2;1;3;1;3;1;2;1;2;5;5;2;2;7;2;8;1;1;1;1;1;1;1;1;1;1;3;3;3;3;5;1;1;1;4;1;1;1;4;-99;-99;-99;1;3;3;3;3;3;1;1;4;5;2;7;7;1;3
8133;2;46;3;5;8;2;81;0;4;5;1;1;-77;2;2;2;3;2;2;2;2;1;2;1;2;4;3;4;3;4;5;4;4;1;3;8;4;2;2;2;3;2;2;3;2;2;4;4;4;3;3;1;1;1;4;1;3;2;3;0;2;1;2;3;3;3;3;3;11;1;5;6;2;5;5;1;1
8142;1;66;4;1;4;1;98;118;1;1;1;1;1;2;2;2;2;1;3;4;2;1;1;1;1;3;3;1;3;6;1;2;3;1;2;8;1;1;1;1;5;3;1;1;1;2;1;3;3;4;4;1;1;1;4;1;1;1;5;-99;-99;-99;1;99;99;1;1;99;3;1;1;6;2;7;6;1;7
8168;1;37;2;4;6;1;85;94;6;6;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;2;2;8;1;3;3;3;3;3;3;3;3;3;3;3;3;3;4;1;1;1;3;3;3;3;3;-99;-99;2;2;99;99;99;99;99;8;4;4;5;2;4;5;4;1
8209;1;32;2;3;8;2;52;0;6;6;1;1;-77;1;4;1;1;1;1;1;1;1;3;1;1;5;3;5;3;6;6;2;2;2;2;8;1;2;2;3;2;2;2;3;2;2;1;2;2;1;4;2;2;1;4;1;2;2;5;-99;-99;-99;1;3;4;2;2;4;6;6;1;6;2;6;6;2;1
8220;2;31;2;2;8;1;27;33;6;6;1;1;1;1;4;1;4;1;1;4;4;1;3;1;2;2;3;4;2;6;6;4;3;1;1;8;1;2;2;1;3;1;4;3;3;1;1;1;1;5;2;1;1;1;4;1;1;1;3;-99;-99;-99;2;5;4;1;4;4;5;6;1;5;2;5;3;1;1
8230;1;42;2;2;8;1;49;62;5;6;1;1;1;4;5;4;5;4;5;2;4;3;5;3;5;3;3;4;3;3;5;4;5;6;2;8;1;3;3;4;3;3;3;3;4;3;2;2;2;4;3;3;3;3;4;2;2;2;5;-99;-99;-99;1;4;4;2;3;4;2;6;6;2;2;2;2;6;6
8231;2;35;2;4;8;1;60;70;6;5;1;1;1;2;4;2;4;2;1;1;4;2;3;1;3;3;3;3;3;6;5;4;4;3;1;8;1;1;1;1;1;1;1;1;1;1;3;3;3;5;5;1;1;1;4;1;1;1;3;1;-99;-99;2;1;1;1;1;1;8;7;1;4;2;5;6;1;1
8279;1;43;2;3;8;2;59;0;6;6;1;1;-77;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;3;3;3;2;8;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;1;1;1;4;1;1;2;5;-99;-99;-99;1;3;99;1;1;4;6;5;4;5;2;3;4;3;3
8283;2;42;2;1;13;2;51;0;3;3;1;1;-77;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;8;1;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;99;-99;-99;-99;1;3;3;3;3;3;1;1;4;6;2;6;6;7;2
8333;1;70;4;1;13;1;121;131;4;6;1;1;1;3;4;3;4;3;1;4;4;4;3;4;4;2;3;2;2;4;5;4;4;4;2;8;1;3;3;3;3;3;3;3;4;3;3;3;3;4;4;1;1;1;4;3;3;4;5;0;0;0;1;4;4;2;2;3;4;1;1;6;2;6;5;1;7
8377;1;80;4;3;2;1;149;170;2;2;1;1;1;1;4;4;4;1;4;4;4;2;4;4;4;3;3;4;4;7;6;1;4;3;1;8;1;4;4;4;5;4;4;4;4;4;1;2;4;4;1;1;1;1;4;1;1;1;5;0;0;0;2;2;5;2;5;5;6;3;3;5;2;5;6;1;7
8383;1;44;2;2;8;1;75;81;6;1;1;1;1;1;2;1;4;1;3;1;3;1;4;1;4;5;3;5;3;5;1;2;2;1;3;8;1;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;1;1;4;1;1;1;4;-99;-99;-99;3;4;4;4;4;4;5;5;6;4;2;6;5;2;1
8395;2;40;2;1;6;1;1933;1946;4;4;1;1;1;1;5;1;5;1;5;1;5;1;5;1;5;5;1;5;1;3;3;4;4;7;3;8;1;5;5;5;5;4;4;4;4;4;3;4;4;4;3;2;2;2;4;3;3;3;3;1;-99;-99;1;3;3;3;3;3;1;2;2;7;2;5;6;4;5
8430;2;42;2;1;10;2;32;0;4;4;1;1;-77;4;4;4;4;3;4;4;4;4;4;4;3;5;2;4;3;5;6;3;3;6;2;8;3;3;4;3;4;5;3;3;3;3;3;3;4;5;5;2;2;2;4;3;3;4;2;-99;-99;2;2;3;4;5;1;5;1;5;3;5;4;5;5;3;6
8431;1;49;3;2;12;1;114;132;4;4;1;1;1;3;2;4;2;4;1;5;2;2;2;4;2;1;3;1;3;4;4;4;3;2;3;8;2;1;1;2;2;2;2;1;2;1;3;3;2;4;4;3;1;1;4;3;3;3;3;0;0;0;1;5;1;5;5;4;5;2;4;6;2;5;6;4;1
8445;1;44;2;5;8;1;75;87;6;6;1;1;1;2;5;2;5;2;5;2;5;2;5;1;4;2;3;5;3;5;5;2;4;3;2;8;1;3;3;2;1;1;2;1;3;1;4;4;4;2;2;1;1;1;4;1;1;1;5;-99;-99;4;2;5;4;3;3;4;11;2;2;4;2;6;6;1;1
8467;1;67;4;1;8;2;82;0;6;6;1;1;-77;4;5;4;5;4;5;5;5;4;5;4;5;3;2;4;1;3;4;4;4;1;2;8;1;4;4;4;4;4;4;4;4;4;2;2;2;4;3;1;1;1;4;1;1;1;4;1;0;0;1;3;3;3;3;3;4;1;1;7;1;7;7;1;7
8521;2;68;4;1;8;1;91;109;6;6;1;1;1;4;4;2;4;2;4;4;4;2;4;2;4;4;3;4;3;6;6;4;4;6;2;8;1;3;3;3;4;3;3;2;4;2;3;3;3;4;3;1;4;1;4;1;1;1;3;0;0;0;1;3;3;3;3;4;4;5;5;3;2;5;6;2;7
8537;2;45;2;1;1;2;86;0;2;4;1;1;-77;1;2;1;2;4;2;4;2;1;2;1;2;5;3;5;3;4;4;3;3;1;2;8;5;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;4;4;2;2;3;-99;1;1;1;3;4;3;3;3;99;2;5;4;2;5;4;2;2
8565;1;37;2;4;8;1;194;211;6;6;1;1;1;1;5;3;5;1;5;1;4;1;5;3;5;5;2;3;3;6;6;3;4;2;2;8;1;4;4;2;4;2;2;4;4;4;3;2;1;3;2;1;1;1;4;5;4;5;5;2;-99;-99;2;5;3;3;3;3;8;5;3;5;2;5;4;5;1
8581;2;31;2;2;1;2;78;0;3;4;1;1;-77;2;4;2;4;4;3;4;4;1;5;1;5;5;1;4;2;2;3;3;4;6;3;8;1;2;2;1;3;2;2;2;2;3;3;2;2;4;4;4;4;3;4;1;1;1;5;-99;-99;-99;1;3;4;2;3;5;4;5;3;7;2;5;5;5;1
8630;2;41;2;2;6;2;53;0;7;6;1;1;-77;1;2;1;2;1;2;1;2;1;1;1;1;5;5;5;5;7;7;3;3;7;2;8;1;2;2;3;3;2;1;3;2;1;1;1;1;5;4;1;2;2;4;3;3;3;3;0;0;1;1;1;1;1;1;1;99;1;3;5;2;7;1;NA;1
8636;1;35;2;2;11;1;103;126;8;6;1;1;1;1;5;1;5;5;5;5;5;1;5;1;5;5;2;5;2;8;8;3;3;2;2;8;1;2;2;2;2;2;2;2;2;2;2;2;2;5;4;4;2;1;4;1;1;1;5;2;-99;-99;2;99;99;99;99;99;5;5;5;4;2;1;5;5;1
8713;2;48;3;1;1;1;96;107;7;7;1;1;1;1;1;1;3;2;2;2;2;1;2;1;3;5;3;5;3;4;4;3;3;1;2;8;1;1;1;1;5;1;1;1;2;1;2;2;1;1;4;4;4;1;4;1;1;3;4;-99;-99;2;1;1;1;1;1;1;4;1;4;4;2;6;6;1;1
8753;1;50;3;1;2;1;78;90;5;5;1;1;1;2;3;2;3;3;1;3;3;1;3;2;3;5;3;4;3;6;6;3;2;1;1;8;1;2;1;3;4;1;1;2;2;2;1;2;1;5;3;1;2;1;4;1;2;2;5;-99;-99;-99;1;3;2;2;4;1;3;7;4;4;2;5;3;7;6
8767;2;53;3;2;7;2;95;0;1;1;1;1;-77;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;5;5;1;4;8;1;3;3;1;2;2;2;2;2;2;3;3;4;4;2;3;4;4;4;1;1;1;3;0;0;0;1;4;4;4;4;4;1;2;2;5;2;6;7;1;1
8784;2;43;2;2;9;2;82;0;2;2;1;1;-77;1;1;1;1;1;1;1;1;1;1;1;1;5;3;5;3;3;3;3;3;1;2;8;1;1;1;1;3;1;1;1;3;1;3;3;1;1;1;4;4;1;4;3;3;2;4;-99;1;-99;2;3;2;1;3;3;1;6;4;6;2;5;6;1;1
8785;2;42;2;5;2;1;51;69;6;6;1;1;1;3;4;3;4;2;3;4;3;2;4;2;4;4;3;4;3;6;6;3;3;1;2;8;1;1;1;2;2;1;1;2;2;1;3;3;2;5;4;1;1;1;4;2;2;2;5;0;1;3;2;2;2;2;2;2;10;1;5;6;2;5;7;1;1
8824;2;47;3;1;9;1;131;169;6;6;1;1;1;1;4;1;4;1;5;1;5;1;5;1;5;5;2;4;2;5;6;2;3;1;1;8;1;1;1;1;2;1;1;2;3;1;3;2;2;4;2;4;4;4;4;1;1;1;4;-99;-99;1;1;3;3;1;3;3;1;1;4;6;2;7;7;1;6
8838;2;44;2;2;3;2;136;0;6;4;1;1;-77;2;5;2;5;2;3;4;4;2;5;2;5;3;3;2;2;5;4;2;2;1;2;8;1;2;2;1;1;1;3;2;3;1;3;3;4;4;2;1;1;1;4;1;1;1;5;-99;-99;-99;1;3;3;2;3;3;4;4;3;5;2;5;5;1;1
8849;1;37;2;2;8;2;85;0;6;6;1;1;-77;2;4;2;4;2;4;2;4;2;4;2;4;2;2;2;2;5;4;3;3;5;2;8;4;4;4;4;4;4;4;3;3;3;3;4;4;3;4;1;1;1;4;2;2;4;5;0;0;-99;2;4;4;2;2;4;1;2;4;5;2;4;5;2;1
8856;2;29;1;2;6;2;44;0;5;6;1;1;-77;1;5;1;5;2;5;5;1;1;5;1;5;5;3;5;3;6;7;3;3;2;2;8;2;4;3;4;2;2;2;2;2;2;3;4;3;5;4;3;2;1;4;1;1;1;5;-99;-99;1;1;4;5;99;1;3;5;4;1;4;2;7;7;1;1
8866;2;58;3;2;6;1;71;74;4;2;1;1;1;2;4;2;4;2;4;2;4;2;4;2;4;4;3;4;3;5;5;3;3;3;3;8;1;4;3;4;2;2;2;4;4;2;4;4;4;2;4;1;1;1;4;1;1;1;5;-99;-99;-99;2;4;4;3;3;5;6;2;2;2;2;6;5;1;8
8877;1;36;2;3;2;2;54;0;4;3;1;1;-77;1;4;1;4;1;4;1;5;1;4;1;4;5;3;5;2;4;4;2;2;2;2;8;1;2;2;2;2;3;2;2;2;3;3;4;2;2;4;1;1;1;4;1;1;1;5;2;-99;-99;1;4;5;2;2;5;6;3;2;6;2;5;5;2;1
8878;2;58;3;1;6;1;94;105;2;1;1;1;1;5;5;5;5;1;1;5;5;4;4;4;5;3;3;4;4;1;1;4;4;4;4;8;1;3;3;2;4;3;4;3;4;3;3;3;3;2;4;3;3;1;4;1;2;1;3;-99;-99;-99;1;2;2;2;2;2;1;1;3;5;2;7;7;1;1
8884;2;42;2;4;8;1;307;340;5;6;1;1;1;1;4;1;3;3;2;3;3;2;3;1;3;4;2;2;2;4;5;3;4;3;2;8;1;2;2;2;2;1;1;2;4;1;3;3;3;4;4;1;1;1;4;1;1;1;5;-99;1;-99;2;3;3;3;3;3;9;1;4;6;2;5;7;1;2
8889;2;48;3;4;12;1;185;208;4;4;1;1;1;1;5;1;5;1;3;1;4;1;3;1;4;4;3;4;3;4;4;3;4;4;3;8;1;1;1;1;1;3;1;1;1;2;3;2;2;4;4;1;1;1;4;1;1;1;4;-99;-99;-99;3;3;4;1;1;4;10;4;4;3;2;4;4;4;1
8892;1;40;2;4;8;2;79;0;5;6;1;1;-77;1;5;1;4;4;4;2;3;1;3;1;3;4;3;3;3;5;6;4;4;6;2;8;1;1;1;2;2;1;2;2;4;2;1;2;2;4;4;1;1;1;4;1;1;1;5;2;-99;2;2;4;3;2;3;4;2;2;2;5;2;5;5;2;1
8896;1;38;2;1;12;2;69;0;2;6;1;1;-77;2;4;1;5;4;3;4;4;1;3;1;3;1;3;1;3;3;6;1;4;3;2;8;1;2;2;2;1;1;2;1;3;3;1;1;3;3;4;2;3;3;4;1;1;1;5;-99;-99;1;1;3;3;3;3;3;2;1;2;5;2;5;7;1;8
8904;1;64;4;1;10;1;224;252;5;6;1;1;1;1;5;1;5;2;4;2;4;1;4;2;4;4;3;4;3;5;6;3;4;1;2;8;1;3;3;4;4;3;2;4;4;4;4;4;4;4;4;1;1;1;4;2;3;3;3;-99;-99;-99;2;3;5;3;2;5;4;4;3;6;2;6;5;3;7
8909;2;42;2;2;3;1;46;51;3;4;1;1;1;1;4;1;4;2;4;1;4;1;4;1;4;4;3;1;2;4;4;3;3;1;2;8;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;1;1;1;4;1;1;1;5;-99;-99;1;1;3;3;4;3;3;4;6;1;5;2;6;6;5;1
8917;1;40;2;2;11;1;141;166;4;4;1;1;1;3;4;3;4;3;4;3;4;3;4;3;4;3;2;3;2;6;6;3;3;1;2;8;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;2;2;1;3;3;3;3;3;-99;-99;2;2;3;3;3;3;3;5;4;4;4;4;4;4;4;1
8928;2;25;1;2;10;1;146;150;5;5;1;1;1;4;5;3;5;3;4;4;4;3;5;5;5;3;3;3;2;5;5;4;5;1;2;8;1;3;3;3;5;3;3;4;5;5;1;1;1;5;3;1;1;1;4;1;1;1;4;-99;-99;1;1;5;2;3;5;5;5;1;1;5;2;4;7;1;2
8930;1;52;3;4;13;2;50;0;5;5;1;1;-77;1;4;1;4;3;4;1;4;1;4;1;4;5;4;5;4;4;5;2;2;3;2;8;1;3;3;3;3;3;3;3;3;3;3;3;3;4;2;4;4;4;4;1;1;1;3;-99;-99;-99;2;1;1;3;1;4;8;4;2;6;4;6;5;4;1
8935;2;28;1;4;1;2;42;0;5;6;1;1;-77;2;5;1;5;3;3;4;5;2;5;1;5;4;2;5;2;5;6;2;4;3;3;8;1;3;3;2;2;3;3;3;4;3;3;4;4;4;3;1;1;1;4;1;1;1;5;-99;-99;-99;2;3;4;2;4;4;9;2;7;5;2;2;5;4;1
8948;1;28;1;1;9;2;128;0;5;6;1;1;-77;3;3;1;3;4;3;5;3;1;3;3;3;4;3;4;3;4;4;3;3;3;2;8;1;2;2;3;3;2;3;2;4;1;1;3;1;4;4;1;1;1;4;2;3;3;3;-99;0;0;1;1;1;1;1;1;2;2;4;5;2;5;6;1;6
8956;2;76;4;2;9;2;67;0;2;2;1;1;-77;5;5;4;5;3;3;2;4;3;3;4;5;3;3;4;2;2;2;3;4;3;2;8;1;2;3;3;3;2;2;3;3;2;3;2;3;4;4;1;1;1;4;2;3;4;3;0;0;0;1;4;3;3;4;4;1;4;3;6;2;6;6;2;7
8961;1;64;4;2;13;1;87;101;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;6;5;2;2;1;2;8;1;1;1;1;1;1;1;1;1;1;1;1;2;5;5;1;1;1;4;1;3;3;4;-99;-99;-99;2;4;1;1;1;3;4;1;7;7;2;7;7;1;1
8971;1;72;4;2;3;2;74;0;6;5;1;1;-77;4;4;4;4;3;3;3;3;4;4;4;4;4;3;3;2;4;5;3;3;1;2;8;1;2;2;3;3;2;3;3;4;2;3;3;3;4;3;1;1;1;4;2;2;2;2;0;0;0;2;4;3;3;3;3;4;3;4;5;2;5;7;1;7
8974;2;65;4;1;12;2;70;0;4;6;1;1;-77;3;4;3;3;3;3;3;3;2;3;3;3;4;4;4;3;4;6;3;3;1;2;8;1;3;2;2;2;2;2;2;2;2;3;3;3;3;2;2;1;1;4;3;4;3;3;0;0;0;2;1;1;1;1;1;4;4;4;4;2;4;4;3;1
8978;2;71;4;1;6;2;53;0;3;4;1;1;-77;1;5;3;5;1;1;1;1;1;4;1;4;5;3;5;3;5;4;3;3;3;2;8;1;1;1;1;1;1;1;1;1;1;1;3;1;5;3;4;3;4;4;3;3;3;2;0;0;0;2;3;3;3;3;3;4;1;1;4;2;7;7;1;7
8980;1;67;4;1;9;1;72;86;4;4;1;1;1;2;3;2;3;2;3;2;3;1;3;1;3;4;3;4;3;4;4;2;3;3;2;8;1;2;2;2;2;2;2;2;2;2;4;3;3;2;4;2;1;1;4;3;3;3;3;0;0;0;1;3;4;3;3;3;4;3;3;4;2;5;5;2;7
8988;1;61;4;1;2;1;52;63;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;4;4;3;3;7;2;8;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;1;1;4;3;3;3;5;0;0;0;2;1;1;1;1;1;4;1;7;7;2;7;7;1;1
8994;1;65;4;2;3;1;57;69;6;8;1;1;1;4;5;3;5;5;1;5;4;3;3;2;3;2;3;2;2;6;8;3;3;7;1;8;1;3;3;2;3;1;3;3;3;2;1;1;1;4;3;1;1;1;4;1;2;1;4;-99;-99;-99;2;4;3;3;2;3;5;1;5;4;2;1;5;4;6
8998;2;72;4;1;8;1;45;54;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;4;3;2;2;4;4;3;3;8;1;1;1;1;1;1;1;1;1;1;4;3;4;4;3;1;1;1;4;1;1;1;3;-99;-99;-99;1;3;3;1;5;3;4;1;4;2;2;3;5;1;7
9007;1;69;4;1;11;1;350;373;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;3;5;3;5;5;3;3;7;2;8;1;1;1;1;2;1;1;1;1;2;1;1;1;4;2;4;3;4;4;3;3;3;3;0;0;0;1;4;1;4;3;3;4;1;1;6;2;6;6;2;7
9010;1;68;4;1;8;1;58;75;6;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;6;5;1;1;1;2;8;1;1;1;1;1;1;1;1;1;1;3;3;3;5;4;1;1;1;4;2;2;1;3;-99;-99;-99;1;1;1;1;1;1;4;1;NA;6;2;7;7;1;7
9014;2;29;1;1;10;2;37;0;4;4;1;1;-77;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;8;1;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4;4;4;4;3;4;4;5;-99;-99;-99;1;2;2;2;2;2;2;1;1;6;2;6;6;1;6
9025;2;69;4;2;6;2;146;0;2;6;1;1;-77;2;4;3;4;1;4;2;2;1;4;3;3;3;3;4;3;3;6;2;2;1;2;8;1;2;1;1;4;1;1;3;4;1;3;3;2;4;4;1;2;1;4;4;4;4;4;0;0;0;1;4;3;3;3;3;4;5;1;6;2;5;6;3;2
9032;1;75;4;1;7;1;81;99;6;5;1;1;1;1;2;2;2;2;2;1;2;1;3;1;3;3;3;3;3;4;4;2;2;3;2;8;1;1;1;1;3;1;1;3;5;1;3;3;3;1;4;1;1;1;4;3;3;3;3;0;0;0;1;3;4;3;3;3;4;1;2;5;2;4;7;1;7
9039;2;27;1;1;7;2;40;0;1;4;1;1;-77;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;1;3;4;4;3;5;8;1;3;3;3;3;3;3;3;3;3;5;5;5;4;4;1;1;1;4;1;1;1;5;-99;-99;-99;1;1;1;1;1;5;3;1;1;5;2;5;7;1;2
9041;2;62;4;2;13;1;96;115;4;4;1;1;1;1;5;1;5;1;5;1;5;1;4;1;5;4;3;4;3;4;4;3;3;2;3;8;1;2;2;1;1;1;1;1;1;1;3;2;2;4;5;1;1;1;4;5;3;5;3;0;0;0;4;1;1;1;1;1;5;1;1;1;1;1;1;1;2
9043;1;32;2;1;10;1;49;62;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;6;6;3;3;1;2;8;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;4;4;4;4;5;5;5;4;-99;-99;-99;3;1;1;1;1;1;1;1;1;7;2;7;7;1;6
9044;2;65;4;5;7;2;106;0;6;6;1;1;-77;5;5;5;5;2;2;4;4;4;4;4;4;4;3;4;3;6;6;2;2;3;2;8;1;2;2;2;3;2;2;3;4;1;4;3;2;4;4;1;1;1;4;1;1;1;5;-99;-99;-99;2;3;4;2;2;5;11;2;4;2;2;5;5;2;7
9054;1;75;4;2;1;2;121;0;6;7;1;1;-77;1;4;1;4;4;2;4;2;1;4;1;4;4;3;4;2;6;7;1;1;6;2;8;1;1;1;2;1;1;1;1;1;1;3;3;3;4;4;1;1;1;4;2;2;1;2;-99;-99;-99;2;99;99;99;99;99;5;1;1;6;2;7;7;1;7
9071;1;50;3;2;12;1;56;69;2;5;1;1;1;1;4;1;4;1;1;1;1;1;3;1;3;3;3;3;3;3;6;3;3;1;2;8;1;1;1;1;4;1;1;1;1;1;1;1;3;4;4;1;1;1;4;2;2;3;3;-99;-99;-99;2;1;1;1;1;1;5;3;4;6;2;6;5;1;1
9078;1;71;4;1;11;2;94;0;5;6;1;1;-77;1;1;1;1;4;1;4;1;1;1;1;1;5;3;5;3;5;6;3;3;3;2;8;1;2;2;2;2;2;2;2;2;2;1;1;1;5;3;1;1;1;4;1;1;1;5;0;0;0;1;4;5;2;3;5;4;2;2;4;2;5;5;2;7
9084;1;70;4;1;13;2;121;0;6;6;1;1;-77;4;5;4;5;3;3;1;3;4;3;5;4;3;3;4;3;6;6;3;3;2;2;8;1;3;3;2;2;2;2;3;3;2;3;3;2;4;4;1;1;1;4;1;1;1;5;-99;-99;-99;1;3;4;3;1;3;3;2;6;5;2;5;6;2;7
9085;1;68;4;2;11;1;73;92;4;3;1;1;1;1;5;1;5;1;4;1;3;1;5;1;5;1;3;1;2;4;4;3;4;4;3;8;1;3;3;3;3;2;3;3;3;2;4;3;1;4;2;1;1;1;4;1;1;1;3;-99;-99;-99;2;1;1;1;1;1;5;5;4;4;2;4;4;1;7
9087;2;43;2;1;11;2;93;0;4;1;1;1;-77;3;1;3;4;4;1;4;1;4;3;4;3;3;3;4;3;4;2;3;1;6;2;8;1;3;4;4;1;NA;3;1;1;1;3;5;4;3;4;1;3;1;4;5;4;3;3;-99;-99;2;1;1;2;1;3;1;3;1;4;4;2;5;7;1;1
9088;2;30;1;2;12;2;93;0;2;5;1;1;-77;3;5;3;5;4;3;4;3;3;3;3;3;2;3;2;3;2;4;3;3;1;3;8;1;2;2;2;2;2;2;2;2;2;3;3;3;3;4;1;1;1;4;3;3;3;5;-99;-99;-99;2;99;99;99;99;99;5;3;4;4;2;4;4;1;1
9094;2;64;4;1;4;2;135;0;5;4;1;1;-77;5;5;4;4;4;4;4;4;4;5;3;5;3;3;2;3;5;5;3;4;6;2;8;1;3;3;3;4;4;4;3;4;4;3;4;3;5;4;1;1;1;4;1;1;1;3;-99;-99;-99;2;5;4;3;3;4;4;1;2;5;2;6;5;5;7
9095;1;29;1;1;13;2;94;0;4;4;1;1;-77;4;5;4;5;5;5;5;5;2;5;3;5;4;3;4;3;4;4;5;5;1;3;8;1;2;2;3;5;3;3;3;3;3;3;4;2;5;4;3;2;2;4;1;1;1;5;-99;-99;1;2;4;3;3;3;4;1;6;6;7;2;5;6;2;6
9104;1;68;4;2;12;1;61;73;4;4;1;1;1;1;5;1;5;2;4;2;4;1;5;1;5;2;3;2;3;6;5;4;4;2;2;8;1;1;1;2;2;2;2;3;3;2;3;3;3;4;4;1;1;1;4;2;2;4;4;-99;-99;-99;2;4;4;3;3;4;5;1;2;3;2;5;6;3;7
9123;1;29;1;1;9;2;73;0;6;6;1;1;-77;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6;6;3;3;6;2;8;5;2;2;2;2;2;2;2;2;2;3;3;3;4;3;1;1;1;4;1;1;1;3;0;0;0;1;3;3;3;3;3;4;1;5;4;2;4;5;1;1
9140;1;24;1;2;7;2;27;0;6;5;1;1;-77;3;4;3;4;4;4;3;4;4;4;5;3;5;4;2;2;7;5;3;4;2;2;8;4;3;4;4;4;3;4;3;4;4;4;4;4;4;4;3;4;3;4;4;3;4;5;-99;1;-99;3;5;3;2;3;4;5;7;6;5;6;5;6;5;1
9184;2;27;1;5;9;1;44;51;6;6;1;1;1;2;4;2;4;4;4;4;2;2;4;2;4;4;3;4;3;5;6;3;3;6;2;8;1;3;3;3;3;3;3;3;3;3;3;4;2;3;4;1;1;1;4;3;3;4;5;-99;-99;-99;2;4;3;4;3;3;10;2;3;5;2;5;5;1;1
9194;2;22;1;1;8;1;56;69;2;4;1;1;1;1;5;1;5;1;3;1;3;1;3;1;3;5;3;5;3;3;4;4;4;3;3;8;1;1;1;2;2;2;2;4;4;1;3;4;4;4;2;4;4;4;4;1;1;2;5;-99;-99;-99;1;2;4;1;2;4;3;4;4;5;2;5;6;3;4
9200;2;21;1;1;7;1;75;105;6;5;1;1;1;2;5;3;4;4;2;3;3;3;2;3;3;4;3;4;3;5;4;2;3;3;2;8;4;1;3;4;4;4;3;3;4;3;3;4;3;1;3;1;1;1;4;2;1;1;5;-99;1;-99;2;2;4;1;3;3;1;2;5;6;2;4;4;1;2
9212;2;68;4;1;11;2;104;0;5;4;1;1;-77;1;2;1;2;5;4;5;4;1;2;1;2;5;3;5;3;5;6;3;3;2;2;8;1;3;3;2;2;1;1;2;2;1;3;3;3;4;4;4;4;4;4;2;2;2;3;-99;-99;-99;1;1;1;1;1;1;3;1;4;6;2;7;6;1;7
9215;1;70;4;1;8;2;59;0;2;2;1;1;-77;2;4;2;4;3;4;3;5;2;4;2;5;2;2;2;2;3;3;2;3;6;2;8;1;2;2;3;3;3;3;3;3;3;4;4;4;4;3;4;2;2;4;2;2;2;2;-99;-99;-99;1;4;4;4;4;4;4;2;2;6;2;6;6;2;7
9218;2;56;3;1;3;2;56;0;6;6;1;1;-77;1;1;1;1;1;1;1;1;1;1;1;1;4;3;5;3;6;6;1;3;1;2;8;1;4;3;3;3;3;3;3;3;3;1;1;1;5;3;1;1;1;4;3;3;3;5;-99;-99;-99;1;5;4;5;5;2;4;1;3;6;2;7;7;1;2
